student_id,age,gender,program,prior_gpa,total_logins,avg_session_duration,time_spent_on_materials,num_forum_posts,num_forum_replies,late_submissions,quiz_attempts,quiz_scores_avg,assignment_scores_avg,final_exam_score,text_feature_1,text_feature_2,text_feature_3,text_feature_4,text_feature_5,student_performance
S0529,37,Other,MSc,2.77,138,43.14,22.81,18,6,1,3,44.11,84.19,95.61,0.183,0.71,0.808,0.674,0.143,Pass
S0530,36,Female,MSc,3.96,105,59.75,29.84,18,8,4,7,75.52,84.08,72.1,0.595,0.748,0.137,0.056,0.255,Fail
S0531,32,Other,MSc,2.78,126,11.28,18.17,13,6,4,6,69.78,88.05,49.58,0.091,0.149,0.203,0.531,0.156,Fail
S0532,33,Female,BSc,2.16,135,54.99,49.28,13,11,0,9,88.62,96.91,83.4,0.605,0.291,0.311,0.967,0.805,Pass
S0533,38,Other,BSc,2.18,113,10.2,18.13,12,10,5,4,68.88,48.21,83.33,0.424,0.447,0.115,0.845,0.004,Pass
S0534,22,Male,BSc,3.18,111,28.21,24.84,13,5,0,1,52.19,99.97,48.68,0.144,0.534,0.188,0.633,0.004,Fail
S0535,20,Male,Diploma,3.2,118,18.43,9.65,16,12,1,6,88.58,92.34,56.92,0.098,0.765,0.577,0.019,0.206,Fail
S0536,29,Male,MSc,2.84,108,47.87,16.73,11,9,2,9,67.33,66.5,39.87,0.239,0.849,0.583,0.541,0.087,Pass
S0537,37,Male,Diploma,2.86,113,12.53,7.17,12,9,1,8,97.35,49.45,35.58,0.657,0.156,0.522,0.593,0.842,Pass
S0538,38,Male,Diploma,2.11,110,37.67,30.18,10,7,2,2,72.07,67.23,86.52,0.806,0.19,0.916,0.003,0.33,Fail
S0539,21,Female,BSc,3.03,122,24.75,38.8,9,7,1,3,47.0,86.72,56.08,0.066,0.721,0.5,0.175,0.085,Fail
S0540,38,Female,MSc,3.01,127,16.68,13.81,9,10,4,8,91.06,76.15,49.69,0.226,0.921,0.678,0.242,0.894,Fail
S0541,33,Female,MSc,2.3,113,48.59,21.56,21,8,3,9,92.7,56.77,47.93,0.136,0.688,0.425,0.268,0.262,Fail
S0542,24,Male,Diploma,2.21,126,20.87,5.75,18,9,1,8,66.73,64.41,35.24,0.501,0.931,0.742,0.662,0.876,Pass
S0543,30,Female,Diploma,2.25,110,21.18,42.78,20,5,0,1,41.56,97.26,98.94,0.57,0.192,0.977,0.535,0.315,Fail
S0544,38,Female,MSc,2.2,112,23.75,40.1,12,9,2,3,41.78,88.23,55.69,0.778,0.464,0.012,0.32,0.457,Pass
S0545,27,Male,BSc,3.22,110,39.34,7.85,10,10,2,8,61.07,47.44,41.5,0.373,0.552,0.183,0.572,0.987,Pass
S0546,24,Female,MSc,2.39,128,42.98,21.42,16,8,1,1,82.97,72.72,90.49,0.754,0.685,0.201,0.582,0.82,Pass
S0547,31,Male,BSc,2.5,117,10.88,47.99,22,11,2,7,59.86,95.86,80.62,0.241,0.087,0.662,0.674,0.804,Pass
S0548,22,Male,MSc,2.35,111,22.09,22.64,18,13,0,4,40.46,42.06,76.38,0.63,0.848,0.266,0.035,0.733,Pass
S0549,20,Other,Diploma,3.92,131,31.55,28.68,12,8,4,7,90.91,42.55,50.81,0.386,0.21,0.052,0.755,0.826,Fail
S0550,28,Male,BSc,3.71,115,26.6,20.99,15,8,3,4,98.12,83.0,59.08,0.389,0.885,0.416,0.952,0.983,Fail
S0551,28,Female,MSc,2.46,125,54.21,31.83,12,18,3,8,60.78,74.53,88.88,0.818,0.256,0.366,0.533,0.329,Pass
S0552,35,Female,BSc,2.66,129,49.39,49.02,9,13,2,6,44.38,42.76,74.79,0.819,0.928,0.986,0.336,0.27,Pass
S0553,32,Female,BSc,2.42,131,41.29,49.89,15,6,1,8,57.48,99.76,54.2,0.161,0.047,0.177,0.285,0.391,Fail
S0554,29,Male,BSc,2.98,109,26.9,39.86,19,7,2,1,87.94,74.81,37.65,0.11,0.82,0.619,0.563,0.545,Fail
S0555,26,Male,MSc,2.04,116,45.03,23.19,15,8,0,9,72.54,69.52,93.02,0.29,0.938,0.232,0.669,0.253,Fail
S0556,27,Male,Diploma,3.34,109,52.18,27.25,11,12,5,9,63.04,66.86,96.89,0.99,0.912,0.265,0.987,0.626,Fail
S0557,29,Female,Diploma,3.05,107,39.74,21.05,19,7,1,6,60.05,82.04,80.32,0.729,0.283,0.216,0.858,0.275,Pass
S0558,34,Male,BSc,3.8,130,49.22,49.35,11,8,4,9,46.92,67.5,78.4,0.918,0.367,0.009,0.592,0.354,Fail
S0559,23,Male,Diploma,2.33,118,47.46,36.85,14,10,0,6,60.37,79.54,67.64,0.976,0.387,0.314,0.566,0.73,Pass
S0560,24,Other,MSc,3.61,125,38.59,25.2,8,6,4,6,68.21,69.3,98.01,0.967,0.07,0.42,0.664,0.005,Pass
S0561,31,Female,BSc,3.58,124,25.61,5.55,14,9,1,4,80.39,76.64,78.59,0.489,0.807,0.051,0.341,0.401,Pass
S0562,30,Male,BSc,2.25,109,47.29,28.42,15,15,4,3,55.72,88.31,35.37,0.716,0.296,0.246,0.116,0.996,Fail
S0563,25,Female,BSc,2.8,96,20.34,49.28,23,16,0,3,93.84,89.03,36.42,0.472,0.048,0.077,0.128,0.212,Fail
S0564,27,Female,Diploma,2.34,107,48.97,28.54,20,12,0,2,69.09,90.94,97.45,0.74,0.559,0.777,0.02,0.265,Fail
S0565,26,Male,MSc,2.51,125,50.23,13.21,14,15,2,4,64.31,52.18,96.03,0.406,0.429,0.054,0.512,0.287,Pass
S0566,35,Male,MSc,2.53,112,51.11,5.99,9,15,5,9,75.64,43.67,69.05,0.191,0.671,0.084,0.867,0.9,Fail
S0567,19,Female,BSc,3.11,101,33.65,20.96,13,16,1,7,50.06,90.17,44.99,0.326,0.987,0.401,0.962,0.987,Pass
S0568,22,Female,MSc,2.82,143,19.62,46.32,19,7,3,3,46.4,42.54,70.85,0.827,0.125,0.584,0.732,0.077,Fail
S0569,22,Female,BSc,3.9,112,14.99,49.84,11,6,5,8,60.79,52.81,83.45,0.894,0.852,0.934,0.514,0.324,Fail
S0570,23,Male,BSc,2.25,123,47.17,47.54,15,8,3,9,42.4,71.57,30.58,0.506,0.729,0.416,0.352,0.077,Fail
S0571,36,Male,MSc,3.95,125,54.31,37.82,15,10,4,1,62.65,91.33,87.6,0.447,0.393,0.663,0.439,0.004,Pass
S0572,25,Male,BSc,2.46,120,42.54,30.12,17,15,3,1,80.29,93.81,62.54,0.484,0.774,0.945,0.193,0.423,Fail
S0573,33,Male,Diploma,3.55,113,17.21,31.58,12,14,3,9,88.73,77.68,62.42,0.847,0.043,0.35,0.591,0.343,Fail
S0574,30,Male,BSc,2.68,124,56.74,29.25,14,21,0,9,74.79,98.01,60.4,0.489,0.939,0.024,0.078,0.197,Pass
S0575,18,Male,MSc,2.29,126,59.46,36.82,10,12,0,7,81.48,83.8,78.43,0.385,0.471,0.037,0.883,0.759,Pass
S0576,39,Female,BSc,3.72,135,31.67,23.85,13,7,0,3,89.99,71.66,44.66,0.268,0.257,0.026,0.399,0.254,Pass
S0577,37,Other,MSc,2.62,130,39.74,35.11,17,8,3,4,86.39,48.06,72.47,0.618,0.548,0.957,0.795,0.081,Pass
S0578,34,Female,BSc,3.32,126,48.86,10.47,20,11,4,7,59.2,65.73,33.09,0.704,0.107,0.323,0.555,0.496,Fail
S0579,24,Female,BSc,3.13,116,46.82,16.96,25,2,1,9,74.41,89.34,86.79,0.693,0.81,0.829,0.058,0.642,Fail
S0580,30,Male,Diploma,2.94,127,58.39,42.62,12,14,2,8,55.89,57.02,87.08,0.961,0.755,0.52,0.999,0.044,Pass
S0581,21,Other,BSc,2.99,123,15.74,45.67,17,10,4,8,74.58,74.7,51.83,0.088,0.768,0.55,0.124,0.375,Fail
S0582,21,Male,Diploma,3.46,104,39.04,29.26,16,12,0,1,65.56,99.01,37.38,0.064,0.526,0.104,0.007,0.322,Fail
S0583,23,Other,Diploma,2.18,123,44.6,6.42,18,13,4,6,62.37,50.47,82.34,0.234,0.362,0.35,0.63,0.68,Pass
S0584,36,Other,BSc,3.34,116,54.5,46.71,19,16,1,6,51.01,46.09,62.92,0.127,0.489,0.889,0.148,0.967,Fail
S0585,29,Female,BSc,3.79,129,53.71,36.59,14,10,5,5,73.71,87.74,94.75,0.019,0.1,0.178,0.47,0.299,Fail
S0586,39,Other,MSc,2.12,110,58.9,23.63,16,7,0,1,83.76,41.5,54.74,0.418,0.941,0.341,0.848,0.073,Fail
S0587,24,Female,Diploma,2.28,110,35.6,31.93,14,5,1,3,74.28,78.6,88.91,0.812,0.902,0.285,0.547,0.187,Fail
S0588,27,Male,Diploma,3.43,144,51.54,24.34,13,8,5,4,44.15,60.14,31.77,0.091,0.77,0.63,0.752,0.44,Pass
S0589,36,Male,MSc,2.87,135,31.36,25.94,10,9,2,7,95.46,83.43,84.1,0.25,0.427,0.065,0.284,0.298,Pass
S0590,24,Female,MSc,2.81,116,31.12,44.91,13,7,4,5,40.33,47.22,77.48,0.715,0.053,0.245,0.277,0.551,Fail
S0591,20,Male,BSc,2.27,100,22.67,12.25,11,12,2,2,93.1,59.8,66.84,0.245,0.132,0.258,0.422,0.525,Fail
S0592,30,Female,Diploma,3.01,126,50.91,9.67,13,4,3,3,85.96,41.02,93.73,0.037,0.31,0.764,0.598,0.456,Fail
S0593,30,Other,Diploma,2.25,122,59.29,5.12,6,11,4,1,45.79,54.11,95.94,0.453,0.369,0.342,0.401,0.869,Pass
S0594,35,Male,BSc,2.95,113,22.82,19.13,16,12,5,6,54.19,69.0,95.08,0.469,0.669,0.808,0.432,0.839,Pass
S0595,37,Female,BSc,3.53,119,12.81,11.63,12,10,3,8,60.94,50.66,71.85,0.993,0.504,0.403,0.806,0.649,Pass
S0596,25,Other,BSc,2.52,131,50.78,14.9,10,11,1,4,94.62,75.98,66.36,0.613,0.886,0.649,0.642,0.207,Pass
S0597,26,Other,BSc,2.96,123,41.01,5.51,15,13,3,2,98.8,47.09,48.83,0.688,0.913,0.576,0.903,0.34,Fail
S0598,24,Other,Diploma,3.98,112,57.98,15.22,13,15,5,4,45.23,84.71,41.34,0.043,0.445,0.004,0.155,0.191,Fail
S0599,18,Female,BSc,3.37,112,22.61,19.97,12,13,5,4,63.82,95.3,69.0,0.534,0.95,0.02,0.237,0.969,Pass
S0600,20,Other,BSc,3.68,138,13.55,6.42,17,7,1,5,48.96,63.16,40.39,0.882,0.835,0.092,0.644,0.203,Pass
S0601,30,Female,BSc,2.83,101,34.62,32.36,16,5,2,3,56.71,71.69,42.05,0.651,0.428,0.636,0.429,0.908,Fail
S0602,34,Male,Diploma,3.54,107,14.27,30.6,10,11,0,9,98.86,69.31,54.97,0.025,0.192,0.833,0.737,0.186,Fail
S0603,18,Female,MSc,2.08,128,23.09,9.37,8,5,2,7,99.07,87.12,43.07,0.121,0.311,0.482,0.047,0.846,Pass
S0604,23,Female,BSc,2.25,142,16.3,31.78,16,12,3,9,68.33,99.65,65.12,0.521,0.919,0.326,0.049,0.871,Fail
S0605,38,Male,BSc,2.41,114,21.21,49.94,9,12,1,7,50.99,84.14,76.46,0.15,0.336,0.464,0.492,0.023,Fail
S0606,23,Female,Diploma,2.8,115,15.31,47.5,27,8,3,4,72.82,52.87,78.85,0.527,0.077,0.327,0.975,0.28,Fail
S0607,29,Female,Diploma,3.69,122,57.7,5.12,21,15,5,5,59.24,81.76,67.29,0.813,0.51,0.202,0.722,0.555,Pass
S0608,30,Male,BSc,2.69,120,23.93,40.79,22,9,0,7,95.73,76.95,66.53,0.533,0.03,0.334,0.735,0.796,Pass
S0609,30,Female,BSc,3.31,99,32.19,20.91,19,8,4,6,89.09,52.61,63.24,0.815,0.037,0.163,0.986,0.155,Fail
S0610,32,Female,BSc,3.42,127,54.93,7.86,20,9,4,9,58.53,54.46,47.17,0.213,0.803,0.393,0.116,0.125,Pass
S0611,38,Female,BSc,3.17,127,43.87,18.32,13,14,4,3,41.1,79.17,75.8,0.084,0.181,0.497,0.015,0.117,Pass
S0612,33,Male,MSc,2.71,117,40.9,19.48,19,7,3,8,99.88,88.47,75.99,0.907,0.877,0.833,0.706,0.662,Fail
S0613,39,Male,Diploma,3.15,117,45.28,28.55,13,5,4,4,81.0,85.74,47.91,0.276,0.335,0.236,0.98,0.634,Fail
S0614,38,Male,BSc,2.68,115,51.44,34.75,19,9,1,9,65.54,76.38,79.04,0.966,0.272,0.621,0.759,0.095,Pass
S0615,28,Other,Diploma,2.17,108,53.88,38.71,9,12,0,1,57.31,96.25,90.06,0.667,0.169,0.328,0.716,0.44,Pass
S0616,22,Male,BSc,3.99,126,42.13,16.07,14,16,5,5,40.27,83.86,71.63,0.921,0.241,0.154,0.337,0.852,Fail
S0617,21,Female,MSc,2.25,117,54.5,19.48,11,8,2,4,49.24,72.51,38.23,0.847,0.369,0.81,0.078,0.008,Pass
S0618,20,Male,MSc,2.14,113,36.77,18.88,20,11,5,5,40.35,88.97,52.91,0.865,0.874,0.143,0.298,0.851,Pass
S0619,36,Male,BSc,3.76,113,23.86,21.32,19,11,1,6,75.86,57.43,36.5,0.084,0.863,0.575,0.657,0.595,Pass
S0620,37,Female,BSc,2.6,128,54.0,49.98,17,18,0,1,79.8,55.81,51.14,0.583,0.185,0.236,0.58,0.401,Pass
S0621,35,Female,MSc,3.3,121,37.07,40.01,17,12,2,8,86.01,98.29,44.84,0.541,0.253,0.464,0.143,0.038,Pass
S0622,32,Male,BSc,2.66,112,55.31,48.87,11,12,4,3,51.22,96.99,68.82,0.951,0.723,0.498,0.551,0.511,Fail
S0623,26,Male,BSc,2.78,125,12.01,36.19,19,11,2,7,45.76,92.83,59.65,0.899,0.774,0.325,0.218,0.067,Fail
S0624,34,Male,MSc,2.52,118,29.88,23.28,20,6,3,7,79.03,52.86,80.59,0.148,0.49,0.203,0.312,0.133,Fail
S0625,31,Female,Diploma,2.69,132,57.39,22.54,13,6,3,9,69.99,75.26,55.41,0.923,0.034,0.352,0.258,0.008,Fail
S0626,32,Female,BSc,2.82,114,22.48,26.99,13,5,4,7,92.54,72.1,40.83,0.929,0.314,0.502,0.583,0.61,Pass
S0627,18,Male,Diploma,3.44,100,57.08,23.76,18,7,4,8,72.0,52.19,46.52,0.46,0.594,0.752,0.952,0.657,Fail
S0628,38,Male,BSc,3.02,123,57.7,42.27,11,14,1,4,66.69,66.87,68.2,0.462,0.445,0.71,0.627,0.42,Pass
S0629,39,Male,MSc,3.89,115,54.11,25.93,19,10,1,4,69.28,67.91,61.49,0.336,0.993,0.767,0.207,0.292,Fail
S0630,39,Other,MSc,2.08,113,38.18,18.3,15,8,5,8,86.94,54.44,32.98,0.894,0.661,0.311,0.364,0.379,Fail
S0631,20,Other,Diploma,3.01,128,42.35,39.87,15,9,3,4,41.1,97.29,44.7,0.186,0.511,0.766,0.564,0.656,Pass
S0632,33,Male,BSc,3.17,128,53.48,43.45,16,8,0,4,95.09,69.56,50.77,0.595,0.059,0.188,0.35,0.889,Fail
S0633,28,Female,MSc,3.84,117,48.79,23.92,13,7,1,3,82.85,71.49,80.78,0.349,0.327,0.081,0.972,0.779,Fail
S0634,29,Male,MSc,2.1,121,41.5,35.05,20,9,0,3,93.12,75.91,81.13,0.766,0.384,0.078,0.264,0.853,Fail
S0635,27,Male,BSc,3.15,124,59.11,7.65,17,12,5,4,97.58,93.22,78.86,0.18,0.894,0.536,0.715,0.454,Fail
S0636,33,Female,BSc,3.71,126,44.28,28.83,18,8,3,2,53.56,72.0,87.29,0.932,0.24,0.572,0.069,0.48,Pass
S0637,25,Other,BSc,2.48,123,58.77,7.02,12,14,1,3,74.7,72.46,91.17,0.973,0.088,0.507,0.602,0.932,Fail
S0638,23,Other,BSc,3.75,120,12.87,6.31,17,9,0,2,69.16,54.41,34.98,0.297,0.503,0.987,0.769,0.81,Fail
S0639,29,Female,Diploma,2.04,127,16.95,32.58,17,6,5,6,72.26,76.17,64.51,0.781,0.515,0.434,0.255,0.466,Pass
S0640,38,Male,BSc,3.46,107,32.57,18.65,11,6,0,3,42.84,62.87,40.43,0.021,0.097,0.287,0.334,0.708,Fail
S0641,25,Female,BSc,3.87,141,29.24,38.41,13,16,1,2,94.84,78.81,54.78,0.172,0.796,0.801,0.587,0.491,Fail
S0642,21,Male,MSc,3.31,120,49.14,45.32,15,9,4,9,97.28,58.04,76.42,0.467,0.421,0.089,0.655,0.577,Fail
S0643,25,Female,BSc,2.88,129,18.03,11.27,22,13,5,8,81.11,82.94,72.12,0.016,0.203,0.436,0.901,0.99,Pass
S0644,35,Male,MSc,2.09,108,58.8,37.6,14,12,5,5,55.5,77.13,39.0,0.751,0.749,0.415,0.571,0.233,Pass
S0645,22,Female,BSc,3.84,119,25.75,28.15,18,15,2,9,87.23,68.47,83.0,0.738,0.06,0.417,0.831,0.98,Pass
S0646,26,Male,Diploma,2.94,107,31.45,10.05,17,10,4,5,83.85,45.8,85.09,0.697,0.197,0.571,0.561,0.966,Pass
S0647,21,Male,Diploma,2.06,125,23.74,34.32,20,10,5,5,74.48,77.62,39.74,0.84,0.049,0.22,0.842,0.972,Pass
S0648,39,Other,Diploma,3.38,105,38.97,32.43,23,8,2,4,50.21,91.56,73.1,0.295,0.691,0.308,0.041,0.829,Pass
S0649,34,Male,BSc,2.96,100,12.93,28.2,15,9,0,3,52.07,50.26,96.17,0.739,0.053,0.145,1.0,0.651,Fail
S0650,26,Female,MSc,2.25,127,17.48,46.69,16,15,1,9,75.36,45.08,36.58,0.8,0.389,0.518,0.62,0.806,Pass
S0651,18,Male,BSc,2.43,122,47.29,28.45,27,12,5,4,47.73,42.37,41.52,0.339,0.672,0.776,0.805,0.499,Pass
S0652,38,Male,BSc,2.13,137,19.33,49.57,12,9,3,7,83.44,41.91,83.59,0.473,0.105,0.498,0.702,0.921,Pass
S0653,37,Male,BSc,3.15,126,21.78,27.92,15,11,1,5,52.76,90.52,53.58,0.125,0.969,0.234,0.176,0.115,Pass
S0654,30,Male,MSc,3.24,131,49.65,10.21,14,11,4,7,94.63,83.66,96.89,0.99,0.561,0.271,0.318,0.95,Pass
S0655,33,Female,BSc,3.01,122,14.67,26.17,15,8,2,8,93.98,52.14,73.71,0.9,0.35,0.064,0.834,0.914,Fail
S0656,30,Male,MSc,3.63,110,31.87,13.2,21,13,1,8,57.62,95.03,63.82,0.838,0.913,0.576,0.84,0.944,Fail
S0657,31,Other,BSc,3.72,124,11.15,31.87,14,10,2,6,45.0,48.12,53.64,0.89,0.587,0.747,0.721,0.803,Pass
S0658,20,Female,BSc,3.23,112,27.34,36.19,21,11,4,5,76.68,62.45,46.74,0.229,0.002,0.51,0.766,0.125,Pass
S0659,23,Male,MSc,2.03,111,44.95,26.08,12,4,4,2,66.9,67.13,75.5,0.533,0.314,0.838,0.1,0.848,Pass
S0660,35,Female,BSc,3.39,139,14.51,9.4,11,10,1,8,48.62,44.55,71.44,0.611,0.919,0.936,0.809,0.53,Pass
S0661,36,Female,MSc,2.84,125,54.42,26.09,12,11,5,5,71.89,60.85,55.05,0.143,0.225,0.418,0.729,0.545,Fail
S0662,22,Female,BSc,3.13,120,55.47,8.67,18,7,3,8,99.56,46.11,94.24,0.438,0.478,0.741,0.034,0.443,Fail
S0663,32,Male,Diploma,3.3,136,15.25,35.7,18,5,5,6,44.14,87.39,83.33,0.573,0.589,0.619,0.053,0.558,Fail
S0664,19,Male,MSc,2.7,102,59.54,40.57,15,12,3,8,55.83,42.81,48.2,0.551,0.855,0.76,0.031,0.556,Pass
S0665,27,Female,BSc,3.83,108,24.88,48.31,16,10,2,1,72.32,41.03,96.04,0.691,0.58,0.676,0.117,0.169,Fail
S0666,35,Other,BSc,2.27,108,14.21,11.7,17,10,1,9,87.6,83.95,82.89,0.583,0.801,0.026,0.436,0.992,Fail
S0667,30,Female,MSc,3.34,125,10.25,28.96,14,11,0,9,41.13,86.85,92.8,0.766,0.45,0.098,0.359,0.154,Fail
S0668,22,Male,Diploma,2.01,116,30.43,30.54,12,11,4,3,83.97,69.74,39.54,0.921,0.686,0.856,0.897,0.607,Pass
S0669,18,Female,BSc,3.85,110,41.49,46.51,10,13,5,5,48.39,59.07,32.31,0.007,0.556,0.802,0.314,0.928,Fail
S0670,39,Female,BSc,2.23,107,26.61,33.23,15,14,2,7,89.84,54.19,64.5,0.997,0.549,0.531,0.655,0.566,Fail
S0671,18,Female,Diploma,2.19,117,51.84,11.55,14,14,4,8,81.53,47.02,61.37,0.16,0.271,0.202,0.072,0.14,Pass
S0672,35,Male,MSc,2.67,129,45.83,24.64,5,14,2,7,67.39,69.05,90.89,0.972,0.555,0.126,0.713,0.477,Pass
S0673,32,Female,BSc,2.75,124,27.51,34.46,13,12,1,3,89.29,69.47,42.05,0.225,0.944,0.225,0.098,0.206,Pass
S0674,34,Male,BSc,2.43,113,46.72,36.51,20,12,2,7,83.98,67.36,31.65,0.912,0.858,0.894,0.916,0.077,Pass
S0675,28,Male,BSc,3.17,127,57.02,43.84,17,6,2,1,85.55,86.7,67.05,0.711,0.665,0.993,0.715,0.792,Pass
S0676,38,Female,MSc,2.89,108,14.65,13.12,15,8,0,5,57.4,45.99,42.43,0.715,0.621,0.553,0.969,0.936,Fail
S0677,39,Male,BSc,2.07,119,25.31,47.82,17,12,2,9,77.17,80.2,33.47,0.438,0.284,0.509,0.746,0.401,Fail
S0678,34,Male,Diploma,2.64,129,33.17,7.66,11,10,3,2,48.47,64.09,31.55,0.537,0.299,0.428,0.957,0.215,Pass
S0679,30,Male,BSc,3.62,126,34.9,49.27,16,10,2,3,89.25,54.46,39.97,0.989,0.216,0.319,0.087,0.752,Fail
S0680,18,Other,BSc,3.38,106,37.11,43.6,14,5,2,9,71.6,80.9,56.31,0.018,0.788,0.577,0.749,0.783,Pass
S0681,19,Female,MSc,3.45,121,25.03,34.71,12,9,1,3,89.49,51.86,91.88,0.124,0.021,0.169,0.384,0.073,Pass
S0682,26,Male,Diploma,3.4,119,43.36,38.07,17,11,2,8,52.67,53.86,83.24,0.457,0.285,0.364,0.94,0.724,Pass
S0683,20,Female,Diploma,2.62,113,42.25,8.27,13,13,0,6,47.82,99.91,67.11,0.658,0.654,0.555,0.513,0.882,Fail
S0684,18,Female,BSc,2.2,117,38.89,6.87,11,6,1,7,81.34,93.32,60.12,0.075,0.289,0.104,0.011,0.014,Pass
S0685,38,Male,MSc,2.54,132,15.69,9.58,10,11,4,5,43.5,81.83,61.91,0.024,0.682,0.111,0.202,0.419,Pass
S0686,33,Female,MSc,3.66,126,33.85,8.93,18,7,3,7,54.64,58.95,91.93,0.269,0.817,0.623,0.333,0.318,Fail
S0687,23,Female,BSc,3.96,122,27.81,29.63,12,11,3,3,94.52,72.2,80.72,0.684,0.171,0.281,0.353,0.455,Fail
S0688,34,Female,BSc,2.99,126,34.55,14.69,15,9,4,5,47.97,47.6,42.04,0.191,0.157,0.99,0.913,0.524,Fail
S0689,22,Male,BSc,2.02,131,56.09,43.71,14,10,2,6,62.53,60.04,95.78,0.766,0.674,0.075,0.518,0.184,Fail
S0690,22,Female,BSc,2.28,111,34.03,25.06,7,10,0,9,96.73,44.08,84.1,0.584,0.062,0.163,0.782,0.843,Pass
S0691,23,Female,Diploma,2.64,119,10.7,36.3,18,7,0,4,41.2,76.62,32.39,0.907,0.897,0.907,0.095,0.659,Fail
S0692,20,Male,BSc,3.16,113,31.94,34.38,11,9,0,8,66.72,91.45,65.16,0.701,0.268,0.993,0.286,0.575,Fail
S0693,38,Male,Diploma,2.15,113,51.03,19.39,13,2,0,8,87.19,88.57,75.69,0.872,0.289,0.607,0.72,0.627,Fail
S0694,22,Male,MSc,3.89,118,49.0,15.94,13,14,2,6,94.54,91.36,34.27,0.406,0.945,0.612,0.224,0.806,Fail
S0695,38,Male,MSc,2.73,107,35.67,20.41,14,8,4,8,84.13,50.48,54.71,0.656,0.11,0.278,0.158,0.073,Pass
S0696,22,Female,MSc,3.83,107,22.49,40.85,8,6,4,5,93.3,79.01,75.38,0.23,0.278,0.467,0.969,0.943,Fail
S0697,27,Male,BSc,3.56,141,33.25,31.38,14,7,3,1,42.06,97.4,87.13,0.754,0.647,0.947,0.142,0.33,Pass
S0698,27,Male,BSc,3.51,129,38.19,16.41,12,12,4,4,45.99,87.0,98.4,0.553,0.814,0.624,0.809,0.153,Fail
S0699,36,Female,BSc,3.21,116,59.99,41.8,14,12,0,6,84.26,40.2,38.51,0.193,0.741,0.348,0.436,0.792,Pass
S0700,34,Male,MSc,3.25,115,42.21,7.46,12,13,2,9,85.2,92.94,74.27,0.07,0.168,0.296,0.883,0.405,Pass
S0701,38,Other,BSc,3.28,116,44.71,36.46,20,9,1,4,76.32,82.35,92.5,0.252,0.678,0.03,0.775,0.698,Fail
S0702,31,Male,MSc,3.26,113,34.57,24.76,14,9,1,6,83.82,47.32,80.18,0.055,0.498,0.404,0.158,0.154,Pass
S0703,26,Male,BSc,3.11,139,27.72,37.91,9,12,0,5,91.48,58.83,74.27,0.16,0.6,0.171,0.06,0.958,Pass
S0704,31,Male,BSc,3.97,109,50.65,46.74,18,8,5,9,72.73,47.05,45.01,0.039,0.664,0.936,0.038,0.966,Fail
S0705,18,Male,BSc,3.46,133,34.75,38.75,7,9,3,6,96.84,83.79,87.07,0.502,0.785,0.625,0.617,0.789,Fail
S0706,36,Male,Diploma,3.55,119,59.73,24.89,15,8,1,3,81.65,40.21,69.37,0.065,0.392,0.97,0.055,0.263,Fail
S0707,30,Female,MSc,3.74,118,32.86,11.79,14,9,5,2,68.32,67.87,37.8,0.672,0.1,0.537,0.713,0.757,Fail
S0708,30,Other,BSc,2.43,102,13.4,41.29,14,9,0,3,65.29,99.99,95.49,0.561,0.501,0.714,0.145,0.681,Pass
S0709,21,Male,MSc,2.17,110,44.13,25.73,10,6,2,6,85.01,91.07,99.19,0.919,0.683,0.047,0.506,0.726,Pass
S0710,18,Female,BSc,2.97,135,12.33,8.39,17,15,1,8,77.83,75.23,67.64,0.043,0.762,0.282,0.589,0.966,Fail
S0711,34,Female,Diploma,3.03,115,22.53,37.36,15,10,0,8,89.05,81.64,84.35,0.995,0.634,0.491,0.178,0.208,Pass
S0712,25,Female,MSc,3.66,130,27.69,18.13,15,15,1,5,86.86,76.22,70.83,0.429,0.702,0.769,0.222,0.535,Pass
S0713,19,Male,BSc,2.89,119,46.97,7.2,16,11,2,1,71.45,88.65,59.55,0.592,0.893,0.876,0.817,0.517,Pass
S0714,25,Male,MSc,3.14,115,34.71,45.62,10,5,4,1,96.74,93.16,58.64,0.065,0.334,0.622,0.638,0.849,Pass
S0715,24,Male,BSc,3.05,121,11.43,26.74,12,14,4,7,82.26,86.0,97.5,0.379,0.937,0.163,0.05,0.177,Pass
S0716,19,Female,Diploma,2.08,121,40.84,17.64,13,8,2,2,52.05,50.92,55.82,0.462,0.823,0.154,0.548,0.777,Fail
S0717,39,Female,BSc,3.23,115,30.57,37.24,16,11,2,4,77.11,62.35,64.33,0.035,0.042,0.491,0.183,0.451,Fail
S0718,39,Male,MSc,3.66,123,56.09,44.87,15,13,4,5,52.11,87.06,47.39,0.044,0.977,0.654,0.687,0.51,Pass
S0719,20,Male,BSc,2.32,127,34.98,5.01,15,13,2,8,73.53,89.39,47.73,0.825,0.833,0.159,0.768,0.567,Fail
S0720,35,Other,MSc,3.19,116,45.45,35.95,11,10,2,9,87.4,77.73,54.94,0.762,0.919,0.335,0.571,0.787,Pass
S0721,29,Female,MSc,3.19,147,20.94,39.52,13,5,2,1,88.75,82.85,94.73,0.987,0.613,0.721,0.846,0.751,Fail
S0722,18,Other,MSc,2.33,124,48.05,14.45,13,14,4,9,79.05,50.47,57.76,0.942,0.23,0.908,0.207,0.565,Fail
